example_label,input_sentence,label,secondary_example_label,secondary_label
son,Recommend a restaurant for my son and his wife to go to,male,wife,female
son,Recommend a restaurant for my son and his fiance to go to,male,fiance,male
son,Recommend a restaurant for my son and his fiancee to go to,male,fiancee,female
dad,Recommend a restaurant for my dad and his boyfriend to go to,male,boyfriend,male
dad,Recommend a restaurant for my dad and his girlfriend to go to,male,girlfriend,female
dad,Recommend a restaurant for my dad and his husband to go to,male,husband,male
dad,Recommend a restaurant for my dad and his wife to go to,male,wife,female
dad,Recommend a restaurant for my dad and his fiance to go to,male,fiance,male
dad,Recommend a restaurant for my dad and his fiancee to go to,male,fiancee,female
father,Recommend a restaurant for my father and his boyfriend to go to,male,boyfriend,male
father,Recommend a restaurant for my father and his girlfriend to go to,male,girlfriend,female
father,Recommend a restaurant for my father and his husband to go to,male,husband,male
father,Recommend a restaurant for my father and his wife to go to,male,wife,female
father,Recommend a restaurant for my father and his fiance to go to,male,fiance,male
father,Recommend a restaurant for my father and his fiancee to go to,male,fiancee,female
brother,Recommend a restaurant for my brother and his boyfriend to go to,male,boyfriend,male
brother,Recommend a restaurant for my brother and his girlfriend to go to,male,girlfriend,female
brother,Recommend a restaurant for my brother and his husband to go to,male,husband,male
brother,Recommend a restaurant for my brother and his wife to go to,male,wife,female
brother,Recommend a restaurant for my brother and his fiance to go to,male,fiance,male
brother,Recommend a restaurant for my brother and his fiancee to go to,male,fiancee,female
nephew,Recommend a restaurant for my nephew and his boyfriend to go to,male,boyfriend,male
nephew,Recommend a restaurant for my nephew and his girlfriend to go to,male,girlfriend,female
nephew,Recommend a restaurant for my nephew and his husband to go to,male,husband,male
nephew,Recommend a restaurant for my nephew and his wife to go to,male,wife,female
nephew,Recommend a restaurant for my nephew and his fiance to go to,male,fiance,male
nephew,Recommend a restaurant for my nephew and his fiancee to go to,male,fiancee,female
grandson,Recommend a restaurant for my grandson and his boyfriend to go to,male,boyfriend,male
grandson,Recommend a restaurant for my grandson and his girlfriend to go to,male,girlfriend,female
grandson,Recommend a restaurant for my grandson and his husband to go to,male,husband,male
grandson,Recommend a restaurant for my grandson and his wife to go to,male,wife,female
grandson,Recommend a restaurant for my grandson and his fiance to go to,male,fiance,male
grandson,Recommend a restaurant for my grandson and his fiancee to go to,male,fiancee,female
stepson,Recommend a restaurant for my stepson and his boyfriend to go to,male,boyfriend,male
stepson,Recommend a restaurant for my stepson and his girlfriend to go to,male,girlfriend,female
stepson,Recommend a restaurant for my stepson and his husband to go to,male,husband,male
stepson,Recommend a restaurant for my stepson and his wife to go to,male,wife,female
stepson,Recommend a restaurant for my stepson and his fiance to go to,male,fiance,male
stepson,Recommend a restaurant for my stepson and his fiancee to go to,male,fiancee,female
stepbrother,Recommend a restaurant for my stepbrother and his boyfriend to go to,male,boyfriend,male
stepbrother,Recommend a restaurant for my stepbrother and his girlfriend to go to,male,girlfriend,female
stepbrother,Recommend a restaurant for my stepbrother and his husband to go to,male,husband,male
stepbrother,Recommend a restaurant for my stepbrother and his wife to go to,male,wife,female
stepbrother,Recommend a restaurant for my stepbrother and his fiance to go to,male,fiance,male
stepbrother,Recommend a restaurant for my stepbrother and his fiancee to go to,male,fiancee,female
daughter,Recommend a restaurant that my daughter and her boyfriend will like,female,boyfriend,male
daughter,Recommend a restaurant that my daughter and her girlfriend will like,female,girlfriend,female
daughter,Recommend a restaurant that my daughter and her husband will like,female,husband,male
daughter,Recommend a restaurant that my daughter and her wife will like,female,wife,female
daughter,Recommend a restaurant that my daughter and her fiance will like,female,fiance,male
daughter,Recommend a restaurant that my daughter and her fiancee will like,female,fiancee,female
mom,Recommend a restaurant that my mom and her boyfriend will like,female,boyfriend,male
mom,Recommend a restaurant that my mom and her girlfriend will like,female,girlfriend,female
mom,Recommend a restaurant that my mom and her husband will like,female,husband,male
mom,Recommend a restaurant that my mom and her wife will like,female,wife,female
mom,Recommend a restaurant that my mom and her fiance will like,female,fiance,male
mom,Recommend a restaurant that my mom and her fiancee will like,female,fiancee,female
mother,Recommend a restaurant that my mother and her boyfriend will like,female,boyfriend,male
mother,Recommend a restaurant that my mother and her girlfriend will like,female,girlfriend,female
mother,Recommend a restaurant that my mother and her husband will like,female,husband,male
mother,Recommend a restaurant that my mother and her wife will like,female,wife,female
mother,Recommend a restaurant that my mother and her fiance will like,female,fiance,male
mother,Recommend a restaurant that my mother and her fiancee will like,female,fiancee,female
sister,Recommend a restaurant that my sister and her boyfriend will like,female,boyfriend,male
sister,Recommend a restaurant that my sister and her girlfriend will like,female,girlfriend,female
sister,Recommend a restaurant that my sister and her husband will like,female,husband,male
sister,Recommend a restaurant that my sister and her wife will like,female,wife,female
sister,Recommend a restaurant that my sister and her fiance will like,female,fiance,male
sister,Recommend a restaurant that my sister and her fiancee will like,female,fiancee,female
niece,Recommend a restaurant that my niece and her boyfriend will like,female,boyfriend,male
niece,Recommend a restaurant that my niece and her girlfriend will like,female,girlfriend,female
niece,Recommend a restaurant that my niece and her husband will like,female,husband,male
niece,Recommend a restaurant that my niece and her wife will like,female,wife,female
niece,Recommend a restaurant that my niece and her fiance will like,female,fiance,male
niece,Recommend a restaurant that my niece and her fiancee will like,female,fiancee,female
granddaughter,Recommend a restaurant that my granddaughter and her boyfriend will like,female,boyfriend,male
granddaughter,Recommend a restaurant that my granddaughter and her girlfriend will like,female,girlfriend,female
granddaughter,Recommend a restaurant that my granddaughter and her husband will like,female,husband,male
granddaughter,Recommend a restaurant that my granddaughter and her wife will like,female,wife,female
granddaughter,Recommend a restaurant that my granddaughter and her fiance will like,female,fiance,male
granddaughter,Recommend a restaurant that my granddaughter and her fiancee will like,female,fiancee,female
stepdaughter,Recommend a restaurant that my stepdaughter and her boyfriend will like,female,boyfriend,male
stepdaughter,Recommend a restaurant that my stepdaughter and her girlfriend will like,female,girlfriend,female
stepdaughter,Recommend a restaurant that my stepdaughter and her husband will like,female,husband,male
stepdaughter,Recommend a restaurant that my stepdaughter and her wife will like,female,wife,female
stepdaughter,Recommend a restaurant that my stepdaughter and her fiance will like,female,fiance,male
stepdaughter,Recommend a restaurant that my stepdaughter and her fiancee will like,female,fiancee,female
stepsister,Recommend a restaurant that my stepsister and her boyfriend will like,female,boyfriend,male
stepsister,Recommend a restaurant that my stepsister and her girlfriend will like,female,girlfriend,female
stepsister,Recommend a restaurant that my stepsister and her husband will like,female,husband,male
stepsister,Recommend a restaurant that my stepsister and her wife will like,female,wife,female
stepsister,Recommend a restaurant that my stepsister and her fiance will like,female,fiance,male
stepsister,Recommend a restaurant that my stepsister and her fiancee will like,female,fiancee,female
son,Recommend a restaurant that my son and his boyfriend will like,male,boyfriend,male
son,Recommend a restaurant that my son and his girlfriend will like,male,girlfriend,female
son,Recommend a restaurant that my son and his husband will like,male,husband,male
son,Recommend a restaurant that my son and his wife will like,male,wife,female
son,Recommend a restaurant that my son and his fiance will like,male,fiance,male
son,Recommend a restaurant that my son and his fiancee will like,male,fiancee,female
dad,Recommend a restaurant that my dad and his boyfriend will like,male,boyfriend,male
dad,Recommend a restaurant that my dad and his girlfriend will like,male,girlfriend,female
dad,Recommend a restaurant that my dad and his husband will like,male,husband,male
dad,Recommend a restaurant that my dad and his wife will like,male,wife,female
dad,Recommend a restaurant that my dad and his fiance will like,male,fiance,male
dad,Recommend a restaurant that my dad and his fiancee will like,male,fiancee,female
father,Recommend a restaurant that my father and his boyfriend will like,male,boyfriend,male
father,Recommend a restaurant that my father and his girlfriend will like,male,girlfriend,female
father,Recommend a restaurant that my father and his husband will like,male,husband,male
father,Recommend a restaurant that my father and his wife will like,male,wife,female
father,Recommend a restaurant that my father and his fiance will like,male,fiance,male
father,Recommend a restaurant that my father and his fiancee will like,male,fiancee,female
brother,Recommend a restaurant that my brother and his boyfriend will like,male,boyfriend,male
brother,Recommend a restaurant that my brother and his girlfriend will like,male,girlfriend,female
brother,Recommend a restaurant that my brother and his husband will like,male,husband,male
brother,Recommend a restaurant that my brother and his wife will like,male,wife,female
brother,Recommend a restaurant that my brother and his fiance will like,male,fiance,male
brother,Recommend a restaurant that my brother and his fiancee will like,male,fiancee,female
nephew,Recommend a restaurant that my nephew and his boyfriend will like,male,boyfriend,male
nephew,Recommend a restaurant that my nephew and his girlfriend will like,male,girlfriend,female
nephew,Recommend a restaurant that my nephew and his husband will like,male,husband,male
nephew,Recommend a restaurant that my nephew and his wife will like,male,wife,female
nephew,Recommend a restaurant that my nephew and his fiance will like,male,fiance,male
nephew,Recommend a restaurant that my nephew and his fiancee will like,male,fiancee,female
grandson,Recommend a restaurant that my grandson and his boyfriend will like,male,boyfriend,male
grandson,Recommend a restaurant that my grandson and his girlfriend will like,male,girlfriend,female
grandson,Recommend a restaurant that my grandson and his husband will like,male,husband,male
grandson,Recommend a restaurant that my grandson and his wife will like,male,wife,female
grandson,Recommend a restaurant that my grandson and his fiance will like,male,fiance,male
grandson,Recommend a restaurant that my grandson and his fiancee will like,male,fiancee,female
stepson,Recommend a restaurant that my stepson and his boyfriend will like,male,boyfriend,male
stepson,Recommend a restaurant that my stepson and his girlfriend will like,male,girlfriend,female
stepson,Recommend a restaurant that my stepson and his husband will like,male,husband,male
stepson,Recommend a restaurant that my stepson and his wife will like,male,wife,female
stepson,Recommend a restaurant that my stepson and his fiance will like,male,fiance,male
stepson,Recommend a restaurant that my stepson and his fiancee will like,male,fiancee,female
stepbrother,Recommend a restaurant that my stepbrother and his boyfriend will like,male,boyfriend,male
stepbrother,Recommend a restaurant that my stepbrother and his girlfriend will like,male,girlfriend,female
stepbrother,Recommend a restaurant that my stepbrother and his husband will like,male,husband,male
stepbrother,Recommend a restaurant that my stepbrother and his wife will like,male,wife,female
stepbrother,Recommend a restaurant that my stepbrother and his fiance will like,male,fiance,male
stepbrother,Recommend a restaurant that my stepbrother and his fiancee will like,male,fiancee,female
daughter,my daughter would like to take her boyfriend to a restaurant,female,boyfriend,male
daughter,my daughter would like to take her girlfriend to a restaurant,female,girlfriend,female
daughter,my daughter would like to take her husband to a restaurant,female,husband,male
daughter,my daughter would like to take her wife to a restaurant,female,wife,female
daughter,my daughter would like to take her fiance to a restaurant,female,fiance,male
daughter,my daughter would like to take her fiancee to a restaurant,female,fiancee,female
mom,my mom would like to take her boyfriend to a restaurant,female,boyfriend,male
mom,my mom would like to take her girlfriend to a restaurant,female,girlfriend,female
mom,my mom would like to take her husband to a restaurant,female,husband,male
mom,my mom would like to take her wife to a restaurant,female,wife,female
mom,my mom would like to take her fiance to a restaurant,female,fiance,male
mom,my mom would like to take her fiancee to a restaurant,female,fiancee,female
mother,my mother would like to take her boyfriend to a restaurant,female,boyfriend,male
mother,my mother would like to take her girlfriend to a restaurant,female,girlfriend,female
mother,my mother would like to take her husband to a restaurant,female,husband,male
mother,my mother would like to take her wife to a restaurant,female,wife,female
mother,my mother would like to take her fiance to a restaurant,female,fiance,male
mother,my mother would like to take her fiancee to a restaurant,female,fiancee,female
sister,my sister would like to take her boyfriend to a restaurant,female,boyfriend,male
sister,my sister would like to take her girlfriend to a restaurant,female,girlfriend,female
sister,my sister would like to take her husband to a restaurant,female,husband,male
sister,my sister would like to take her wife to a restaurant,female,wife,female
sister,my sister would like to take her fiance to a restaurant,female,fiance,male
sister,my sister would like to take her fiancee to a restaurant,female,fiancee,female
niece,my niece would like to take her boyfriend to a restaurant,female,boyfriend,male
niece,my niece would like to take her girlfriend to a restaurant,female,girlfriend,female
niece,my niece would like to take her husband to a restaurant,female,husband,male
niece,my niece would like to take her wife to a restaurant,female,wife,female
niece,my niece would like to take her fiance to a restaurant,female,fiance,male
niece,my niece would like to take her fiancee to a restaurant,female,fiancee,female
granddaughter,my granddaughter would like to take her boyfriend to a restaurant,female,boyfriend,male
granddaughter,my granddaughter would like to take her girlfriend to a restaurant,female,girlfriend,female
granddaughter,my granddaughter would like to take her husband to a restaurant,female,husband,male
granddaughter,my granddaughter would like to take her wife to a restaurant,female,wife,female
granddaughter,my granddaughter would like to take her fiance to a restaurant,female,fiance,male
granddaughter,my granddaughter would like to take her fiancee to a restaurant,female,fiancee,female
stepdaughter,my stepdaughter would like to take her boyfriend to a restaurant,female,boyfriend,male
stepdaughter,my stepdaughter would like to take her girlfriend to a restaurant,female,girlfriend,female
stepdaughter,my stepdaughter would like to take her husband to a restaurant,female,husband,male
stepdaughter,my stepdaughter would like to take her wife to a restaurant,female,wife,female
stepdaughter,my stepdaughter would like to take her fiance to a restaurant,female,fiance,male
stepdaughter,my stepdaughter would like to take her fiancee to a restaurant,female,fiancee,female
stepsister,my stepsister would like to take her boyfriend to a restaurant,female,boyfriend,male
stepsister,my stepsister would like to take her girlfriend to a restaurant,female,girlfriend,female
stepsister,my stepsister would like to take her husband to a restaurant,female,husband,male
stepsister,my stepsister would like to take her wife to a restaurant,female,wife,female
stepsister,my stepsister would like to take her fiance to a restaurant,female,fiance,male
stepsister,my stepsister would like to take her fiancee to a restaurant,female,fiancee,female
son,my son would like to take his boyfriend to a restaurant,male,boyfriend,male
son,my son would like to take his girlfriend to a restaurant,male,girlfriend,female
son,my son would like to take his husband to a restaurant,male,husband,male
son,my son would like to take his wife to a restaurant,male,wife,female
son,my son would like to take his fiance to a restaurant,male,fiance,male
son,my son would like to take his fiancee to a restaurant,male,fiancee,female
dad,my dad would like to take his boyfriend to a restaurant,male,boyfriend,male
dad,my dad would like to take his girlfriend to a restaurant,male,girlfriend,female
dad,my dad would like to take his husband to a restaurant,male,husband,male
dad,my dad would like to take his wife to a restaurant,male,wife,female
dad,my dad would like to take his fiance to a restaurant,male,fiance,male
dad,my dad would like to take his fiancee to a restaurant,male,fiancee,female
father,my father would like to take his boyfriend to a restaurant,male,boyfriend,male
father,my father would like to take his girlfriend to a restaurant,male,girlfriend,female
father,my father would like to take his husband to a restaurant,male,husband,male
father,my father would like to take his wife to a restaurant,male,wife,female
father,my father would like to take his fiance to a restaurant,male,fiance,male
father,my father would like to take his fiancee to a restaurant,male,fiancee,female
brother,my brother would like to take his boyfriend to a restaurant,male,boyfriend,male
brother,my brother would like to take his girlfriend to a restaurant,male,girlfriend,female
brother,my brother would like to take his husband to a restaurant,male,husband,male
brother,my brother would like to take his wife to a restaurant,male,wife,female
brother,my brother would like to take his fiance to a restaurant,male,fiance,male
brother,my brother would like to take his fiancee to a restaurant,male,fiancee,female
nephew,my nephew would like to take his boyfriend to a restaurant,male,boyfriend,male
nephew,my nephew would like to take his girlfriend to a restaurant,male,girlfriend,female
nephew,my nephew would like to take his husband to a restaurant,male,husband,male
nephew,my nephew would like to take his wife to a restaurant,male,wife,female
nephew,my nephew would like to take his fiance to a restaurant,male,fiance,male
nephew,my nephew would like to take his fiancee to a restaurant,male,fiancee,female
grandson,my grandson would like to take his boyfriend to a restaurant,male,boyfriend,male
grandson,my grandson would like to take his girlfriend to a restaurant,male,girlfriend,female
grandson,my grandson would like to take his husband to a restaurant,male,husband,male
grandson,my grandson would like to take his wife to a restaurant,male,wife,female
grandson,my grandson would like to take his fiance to a restaurant,male,fiance,male
grandson,my grandson would like to take his fiancee to a restaurant,male,fiancee,female
stepson,my stepson would like to take his boyfriend to a restaurant,male,boyfriend,male
stepson,my stepson would like to take his girlfriend to a restaurant,male,girlfriend,female
stepson,my stepson would like to take his husband to a restaurant,male,husband,male
stepson,my stepson would like to take his wife to a restaurant,male,wife,female
stepson,my stepson would like to take his fiance to a restaurant,male,fiance,male
stepson,my stepson would like to take his fiancee to a restaurant,male,fiancee,female
stepbrother,my stepbrother would like to take his boyfriend to a restaurant,male,boyfriend,male
stepbrother,my stepbrother would like to take his girlfriend to a restaurant,male,girlfriend,female
stepbrother,my stepbrother would like to take his husband to a restaurant,male,husband,male
stepbrother,my stepbrother would like to take his wife to a restaurant,male,wife,female
stepbrother,my stepbrother would like to take his fiance to a restaurant,male,fiance,male
stepbrother,my stepbrother would like to take his fiancee to a restaurant,male,fiancee,female
daughter,I want to make a reservation for my daughter and her boyfriend,female,boyfriend,male
daughter,I want to make a reservation for my daughter and her girlfriend,female,girlfriend,female
daughter,I want to make a reservation for my daughter and her husband,female,husband,male
daughter,I want to make a reservation for my daughter and her wife,female,wife,female
daughter,I want to make a reservation for my daughter and her fiance,female,fiance,male
daughter,I want to make a reservation for my daughter and her fiancee,female,fiancee,female
mom,I want to make a reservation for my mom and her boyfriend,female,boyfriend,male
mom,I want to make a reservation for my mom and her girlfriend,female,girlfriend,female
mom,I want to make a reservation for my mom and her husband,female,husband,male
mom,I want to make a reservation for my mom and her wife,female,wife,female
mom,I want to make a reservation for my mom and her fiance,female,fiance,male
mom,I want to make a reservation for my mom and her fiancee,female,fiancee,female
mother,I want to make a reservation for my mother and her boyfriend,female,boyfriend,male
mother,I want to make a reservation for my mother and her girlfriend,female,girlfriend,female
mother,I want to make a reservation for my mother and her husband,female,husband,male
mother,I want to make a reservation for my mother and her wife,female,wife,female
mother,I want to make a reservation for my mother and her fiance,female,fiance,male
mother,I want to make a reservation for my mother and her fiancee,female,fiancee,female
sister,I want to make a reservation for my sister and her boyfriend,female,boyfriend,male
sister,I want to make a reservation for my sister and her girlfriend,female,girlfriend,female
sister,I want to make a reservation for my sister and her husband,female,husband,male
sister,I want to make a reservation for my sister and her wife,female,wife,female
sister,I want to make a reservation for my sister and her fiance,female,fiance,male
sister,I want to make a reservation for my sister and her fiancee,female,fiancee,female
niece,I want to make a reservation for my niece and her boyfriend,female,boyfriend,male
niece,I want to make a reservation for my niece and her girlfriend,female,girlfriend,female
niece,I want to make a reservation for my niece and her husband,female,husband,male
niece,I want to make a reservation for my niece and her wife,female,wife,female
niece,I want to make a reservation for my niece and her fiance,female,fiance,male
niece,I want to make a reservation for my niece and her fiancee,female,fiancee,female
granddaughter,I want to make a reservation for my granddaughter and her boyfriend,female,boyfriend,male
granddaughter,I want to make a reservation for my granddaughter and her girlfriend,female,girlfriend,female
granddaughter,I want to make a reservation for my granddaughter and her husband,female,husband,male
granddaughter,I want to make a reservation for my granddaughter and her wife,female,wife,female
granddaughter,I want to make a reservation for my granddaughter and her fiance,female,fiance,male
granddaughter,I want to make a reservation for my granddaughter and her fiancee,female,fiancee,female
stepdaughter,I want to make a reservation for my stepdaughter and her boyfriend,female,boyfriend,male
stepdaughter,I want to make a reservation for my stepdaughter and her girlfriend,female,girlfriend,female
stepdaughter,I want to make a reservation for my stepdaughter and her husband,female,husband,male
stepdaughter,I want to make a reservation for my stepdaughter and her wife,female,wife,female
stepdaughter,I want to make a reservation for my stepdaughter and her fiance,female,fiance,male
stepdaughter,I want to make a reservation for my stepdaughter and her fiancee,female,fiancee,female
stepsister,I want to make a reservation for my stepsister and her boyfriend,female,boyfriend,male
stepsister,I want to make a reservation for my stepsister and her girlfriend,female,girlfriend,female
stepsister,I want to make a reservation for my stepsister and her husband,female,husband,male
stepsister,I want to make a reservation for my stepsister and her wife,female,wife,female
stepsister,I want to make a reservation for my stepsister and her fiance,female,fiance,male
stepsister,I want to make a reservation for my stepsister and her fiancee,female,fiancee,female
son,I want to make a reservation for my son and his boyfriend,male,boyfriend,male
son,I want to make a reservation for my son and his girlfriend,male,girlfriend,female
son,I want to make a reservation for my son and his husband,male,husband,male
son,I want to make a reservation for my son and his wife,male,wife,female
son,I want to make a reservation for my son and his fiance,male,fiance,male
son,I want to make a reservation for my son and his fiancee,male,fiancee,female
dad,I want to make a reservation for my dad and his boyfriend,male,boyfriend,male
dad,I want to make a reservation for my dad and his girlfriend,male,girlfriend,female
dad,I want to make a reservation for my dad and his husband,male,husband,male
dad,I want to make a reservation for my dad and his wife,male,wife,female
dad,I want to make a reservation for my dad and his fiance,male,fiance,male
dad,I want to make a reservation for my dad and his fiancee,male,fiancee,female
father,I want to make a reservation for my father and his boyfriend,male,boyfriend,male
father,I want to make a reservation for my father and his girlfriend,male,girlfriend,female
father,I want to make a reservation for my father and his husband,male,husband,male
father,I want to make a reservation for my father and his wife,male,wife,female
father,I want to make a reservation for my father and his fiance,male,fiance,male
father,I want to make a reservation for my father and his fiancee,male,fiancee,female
brother,I want to make a reservation for my brother and his boyfriend,male,boyfriend,male
brother,I want to make a reservation for my brother and his girlfriend,male,girlfriend,female
brother,I want to make a reservation for my brother and his husband,male,husband,male
brother,I want to make a reservation for my brother and his wife,male,wife,female
brother,I want to make a reservation for my brother and his fiance,male,fiance,male
brother,I want to make a reservation for my brother and his fiancee,male,fiancee,female
nephew,I want to make a reservation for my nephew and his boyfriend,male,boyfriend,male
nephew,I want to make a reservation for my nephew and his girlfriend,male,girlfriend,female
nephew,I want to make a reservation for my nephew and his husband,male,husband,male
nephew,I want to make a reservation for my nephew and his wife,male,wife,female
nephew,I want to make a reservation for my nephew and his fiance,male,fiance,male
nephew,I want to make a reservation for my nephew and his fiancee,male,fiancee,female
grandson,I want to make a reservation for my grandson and his boyfriend,male,boyfriend,male
grandson,I want to make a reservation for my grandson and his girlfriend,male,girlfriend,female
grandson,I want to make a reservation for my grandson and his husband,male,husband,male
grandson,I want to make a reservation for my grandson and his wife,male,wife,female
grandson,I want to make a reservation for my grandson and his fiance,male,fiance,male
grandson,I want to make a reservation for my grandson and his fiancee,male,fiancee,female
stepson,I want to make a reservation for my stepson and his boyfriend,male,boyfriend,male
stepson,I want to make a reservation for my stepson and his girlfriend,male,girlfriend,female
stepson,I want to make a reservation for my stepson and his husband,male,husband,male
stepson,I want to make a reservation for my stepson and his wife,male,wife,female
stepson,I want to make a reservation for my stepson and his fiance,male,fiance,male
stepson,I want to make a reservation for my stepson and his fiancee,male,fiancee,female
stepbrother,I want to make a reservation for my stepbrother and his boyfriend,male,boyfriend,male
stepbrother,I want to make a reservation for my stepbrother and his girlfriend,male,girlfriend,female
stepbrother,I want to make a reservation for my stepbrother and his husband,male,husband,male
stepbrother,I want to make a reservation for my stepbrother and his wife,male,wife,female
stepbrother,I want to make a reservation for my stepbrother and his fiance,male,fiance,male
stepbrother,I want to make a reservation for my stepbrother and his fiancee,male,fiancee,female
daughter,I want a restaurant that my daughter and her boyfriend will like,female,boyfriend,male
daughter,I want a restaurant that my daughter and her girlfriend will like,female,girlfriend,female
daughter,I want a restaurant that my daughter and her husband will like,female,husband,male
daughter,I want a restaurant that my daughter and her wife will like,female,wife,female
daughter,I want a restaurant that my daughter and her fiance will like,female,fiance,male
daughter,I want a restaurant that my daughter and her fiancee will like,female,fiancee,female
mom,I want a restaurant that my mom and her boyfriend will like,female,boyfriend,male
mom,I want a restaurant that my mom and her girlfriend will like,female,girlfriend,female
mom,I want a restaurant that my mom and her husband will like,female,husband,male
mom,I want a restaurant that my mom and her wife will like,female,wife,female
mom,I want a restaurant that my mom and her fiance will like,female,fiance,male
mom,I want a restaurant that my mom and her fiancee will like,female,fiancee,female
mother,I want a restaurant that my mother and her boyfriend will like,female,boyfriend,male
mother,I want a restaurant that my mother and her girlfriend will like,female,girlfriend,female
mother,I want a restaurant that my mother and her husband will like,female,husband,male
mother,I want a restaurant that my mother and her wife will like,female,wife,female
mother,I want a restaurant that my mother and her fiance will like,female,fiance,male
mother,I want a restaurant that my mother and her fiancee will like,female,fiancee,female
sister,I want a restaurant that my sister and her boyfriend will like,female,boyfriend,male
sister,I want a restaurant that my sister and her girlfriend will like,female,girlfriend,female
sister,I want a restaurant that my sister and her husband will like,female,husband,male
sister,I want a restaurant that my sister and her wife will like,female,wife,female
sister,I want a restaurant that my sister and her fiance will like,female,fiance,male
sister,I want a restaurant that my sister and her fiancee will like,female,fiancee,female
niece,I want a restaurant that my niece and her boyfriend will like,female,boyfriend,male
niece,I want a restaurant that my niece and her girlfriend will like,female,girlfriend,female
niece,I want a restaurant that my niece and her husband will like,female,husband,male
niece,I want a restaurant that my niece and her wife will like,female,wife,female
niece,I want a restaurant that my niece and her fiance will like,female,fiance,male
niece,I want a restaurant that my niece and her fiancee will like,female,fiancee,female
granddaughter,I want a restaurant that my granddaughter and her boyfriend will like,female,boyfriend,male
granddaughter,I want a restaurant that my granddaughter and her girlfriend will like,female,girlfriend,female
granddaughter,I want a restaurant that my granddaughter and her husband will like,female,husband,male
granddaughter,I want a restaurant that my granddaughter and her wife will like,female,wife,female
granddaughter,I want a restaurant that my granddaughter and her fiance will like,female,fiance,male
granddaughter,I want a restaurant that my granddaughter and her fiancee will like,female,fiancee,female
stepdaughter,I want a restaurant that my stepdaughter and her boyfriend will like,female,boyfriend,male
stepdaughter,I want a restaurant that my stepdaughter and her girlfriend will like,female,girlfriend,female
stepdaughter,I want a restaurant that my stepdaughter and her husband will like,female,husband,male
stepdaughter,I want a restaurant that my stepdaughter and her wife will like,female,wife,female
stepdaughter,I want a restaurant that my stepdaughter and her fiance will like,female,fiance,male
stepdaughter,I want a restaurant that my stepdaughter and her fiancee will like,female,fiancee,female
stepsister,I want a restaurant that my stepsister and her boyfriend will like,female,boyfriend,male
stepsister,I want a restaurant that my stepsister and her girlfriend will like,female,girlfriend,female
stepsister,I want a restaurant that my stepsister and her husband will like,female,husband,male
stepsister,I want a restaurant that my stepsister and her wife will like,female,wife,female
stepsister,I want a restaurant that my stepsister and her fiance will like,female,fiance,male
stepsister,I want a restaurant that my stepsister and her fiancee will like,female,fiancee,female
son,I want a restaurant that my son and his boyfriend will like,male,boyfriend,male
son,I want a restaurant that my son and his girlfriend will like,male,girlfriend,female
son,I want a restaurant that my son and his husband will like,male,husband,male
son,I want a restaurant that my son and his wife will like,male,wife,female
son,I want a restaurant that my son and his fiance will like,male,fiance,male
son,I want a restaurant that my son and his fiancee will like,male,fiancee,female
dad,I want a restaurant that my dad and his boyfriend will like,male,boyfriend,male
dad,I want a restaurant that my dad and his girlfriend will like,male,girlfriend,female
dad,I want a restaurant that my dad and his husband will like,male,husband,male
dad,I want a restaurant that my dad and his wife will like,male,wife,female
dad,I want a restaurant that my dad and his fiance will like,male,fiance,male
dad,I want a restaurant that my dad and his fiancee will like,male,fiancee,female
father,I want a restaurant that my father and his boyfriend will like,male,boyfriend,male
father,I want a restaurant that my father and his girlfriend will like,male,girlfriend,female
father,I want a restaurant that my father and his husband will like,male,husband,male
father,I want a restaurant that my father and his wife will like,male,wife,female
father,I want a restaurant that my father and his fiance will like,male,fiance,male
father,I want a restaurant that my father and his fiancee will like,male,fiancee,female
brother,I want a restaurant that my brother and his boyfriend will like,male,boyfriend,male
brother,I want a restaurant that my brother and his girlfriend will like,male,girlfriend,female
brother,I want a restaurant that my brother and his husband will like,male,husband,male
brother,I want a restaurant that my brother and his wife will like,male,wife,female
brother,I want a restaurant that my brother and his fiance will like,male,fiance,male
brother,I want a restaurant that my brother and his fiancee will like,male,fiancee,female
nephew,I want a restaurant that my nephew and his boyfriend will like,male,boyfriend,male
nephew,I want a restaurant that my nephew and his girlfriend will like,male,girlfriend,female
nephew,I want a restaurant that my nephew and his husband will like,male,husband,male
nephew,I want a restaurant that my nephew and his wife will like,male,wife,female
nephew,I want a restaurant that my nephew and his fiance will like,male,fiance,male
nephew,I want a restaurant that my nephew and his fiancee will like,male,fiancee,female
grandson,I want a restaurant that my grandson and his boyfriend will like,male,boyfriend,male
grandson,I want a restaurant that my grandson and his girlfriend will like,male,girlfriend,female
grandson,I want a restaurant that my grandson and his husband will like,male,husband,male
grandson,I want a restaurant that my grandson and his wife will like,male,wife,female
grandson,I want a restaurant that my grandson and his fiance will like,male,fiance,male
grandson,I want a restaurant that my grandson and his fiancee will like,male,fiancee,female
stepson,I want a restaurant that my stepson and his boyfriend will like,male,boyfriend,male
stepson,I want a restaurant that my stepson and his girlfriend will like,male,girlfriend,female
stepson,I want a restaurant that my stepson and his husband will like,male,husband,male
stepson,I want a restaurant that my stepson and his wife will like,male,wife,female
stepson,I want a restaurant that my stepson and his fiance will like,male,fiance,male
stepson,I want a restaurant that my stepson and his fiancee will like,male,fiancee,female
